texts,words,score
@-帘雨下- 赞成,"['@', '-', '帘雨下', '-', ' ', '赞成']",5.0
赞成//@欢迎一击脱离自我胜利的阿q:死刑太便宜了，建议送到缅甸噶腰子当奴隶一条龙,"['赞成', '/', '/', '@', '欢迎', '一击', '脱离', '自我', '胜利', 'q', ':', '死刑', '太', '便宜', '建议', '送到', '缅甸', '噶', '腰子', '奴隶', '一条龙']",5.0
建议全部论剑了以后在死刑，直接死太轻了,"['建议', '论剑', '以后', '死刑', '直接', '死太轻']",0
支持,['支持'],5.0
蹲蹲原图,"['蹲', '蹲', '原图']",0
求原图,"['求', '原图']",0
可以求个原图嘛,"['求个', '原图']",0
"车裂,腰斩，活烹！！！","['车裂', ',', '腰斩', '活烹']",0
@睡覺戰士_ 对,"['@', '睡覺', '戰士', '_', ' ']",0
蹲一个无印良品,"['蹲', '一个', '无印良品']",0
反映出了当时那个年代的状况背景.....,"['反映', '出', '当时', '年代', '状况', '背景', '.....']",0
请问这篇文章的出处是？,"['篇文章', '出处']",0
默默无闻~~❤,"['默默无闻', '❤']",0.0
夜间~~,['夜间'],0
曲曲弯弯,['曲曲弯弯'],0
nan,['nan'],0
检察院不抗诉吗？,"['检察院', '抗诉']",0
nan,['nan'],0
某些网红为了红，人性都不顾了,"['网红', '红', '人性', '不顾']",5.0
最可怕的是 直到现在 还有人觉得这件事没什么问题,"['可怕', ' ', '直到现在', ' ', '觉得', '这件', '事', '没什么', '问题']",0.0
八个男孩？,"['八个', '男孩']",0
养育八个孩子，确实不容易啊！,"['养育', '八个', '孩子', '确实', '容易']",5.0
看这些孩子还蛮机灵的，还好没遗传到。,"['孩子', '蛮', '机灵', '还好', '没', '遗传']",2.5
这个世界真荒诞啊,"['世界', '真', '荒诞']",-5.0
细思极恐,"['细思极', '恐']",0
恶相。,['恶相'],0
先忽悠乡村人民，忽悠忽悠火大了，引火烧身🙏🙏🙏,"['先', '忽悠', '乡村', '人民', '忽悠忽悠', '火大', '引火烧身', '🙏', '🙏', '🙏']",-5.0
看到想呕！生理上的！,"['看到', '想', '生理']",0
极端男权！,"['极端', '男权']",0
请他婚庆装修广告？不嫌晦气？当地风俗匪夷所思,"['请', '婚庆', '装修', '广告', '嫌', '晦气', '风俗', '匪夷所思']",-3.0
可悲,['可悲'],0
好气,['好气'],0
真是令人背后发凉,"['真是', '令人', '背后', '发凉']",0.0
更恐怖的是这个女人很可能就是12岁时失踪的少女李莹。,"['更', '恐怖', '女人', '可能', '12', '岁', '时', '失踪', '少女', '李莹']",0.0
@Mnnnnsoul-,"['@', 'Mnnnnsoul', '-']",0
不过这也是这个案子能被发现的契机,"['也', '案子', '发现', '契机']",5.0
愚昧掩盖真相,"['愚昧', '掩盖真相']",-7.0
转发,['转发'],0
在徐州，大概生八个儿子是光耀门楣的事，至于买媳妇虐待是民俗吧没人觉得不妥。,"['徐州', '大概', '生', '八个', '儿子', '光耀', '门楣', '事', '买', '媳妇', '虐待', '民俗', '没人', '觉得', '不妥']",-3.0
nan,['nan'],0
这种家庭，生这么多干啥,"['这种', '家庭', '生', '多干']",0
可怕,['可怕'],0.0
转发微博,"['转发', '微博']",0
利益蒙了心蒙了脑,"['利益', '蒙', '心蒙', '脑']",0
好恐怖,['恐怖'],0.0
这8个孩子长大后也会觉得女人可以像物品般被对待，太可怕了,"['8', '孩子', '长大', '也', '会', '觉得', '女人', '物品', '般', '太', '可怕']",0.0
之前有评论说那个地方拐卖妇女是司空见惯的事,"['之前', '评论', '说', '地方', '拐卖妇女', '司空见惯', '事']",0
也幸亏有这些人去拍才知道,"['也', '幸亏', '人去', '拍', '知道']",0
八大巨人 阿克曼的后代,"['八大', '巨人', ' ', '阿克曼', '后代']",9.0
有没有好心人提供一下这些博主的名单,"['有没有', '好心人', '提供', '一下', '博主', '名单']",5.0
平台与当地政法妇联都有不可推卸的责任,"['平台', '政法', '妇联', '不可', '推卸', '责任']",-10.0
我他妈的看到正能量这几个字就想吐,"['他妈的', '看到', '正', '能量', '几个', '字', '想', '吐']",0
和原始人有什么区别？,"['原始人', '什么', '区别']",0
甚至他坐牢都坐白胖白胖了,"['坐牢', '坐白', '胖白', '胖']",0
解救所有的铁链女,"['解救', '铁链', '女']",5.0
毫无人性,"['毫无', '人性']",0
恶臭的封建遗毒,"['恶臭', '封建', '遗毒']",-15.0
结婚请他的真不知道什么脑回路,"['结婚', '请', '真不知道', '什么', '脑', '回路']",0
这个万恶的旧社会,"['万恶', '旧社会']",-7.0
没人性没底线,"['没', '人性', '没', '底线']",0
铁链女的好运，老天让她被发现，看到，社会重视，也有很多这样的妇女都死了。,"['铁链', '女', '好运', '老天', '发现', '看到', '社会', '重视', '也', '很多', '妇女', '死']",0.0
下一个江秋莲！,"['一个', '江秋莲']",0
我还记得他坐在床上对着镜头侃侃而谈的样子，一副我带着八个孩子我真忍辱负重我真了不起的样子。那一瞬间我特别怀疑自己，为什么这种人可以招摇过市，为什么他还能被人当成宣传的典范？难道是我错了？所以，感谢今天的审判，感谢孜孜不倦追问的网友们，让我知道自己的心没有错。,"['记得', '坐在', '床上', '镜头', '侃侃而谈', '样子', '一副', '带', '八个', '孩子', '真', '忍辱负重', '真', '了不起', '样子', '一瞬间', '特别', '怀疑', '为什么', '这种', '招摇过市', '为什么', '当成', '宣传', '典范', '难道', '错', '今天', '审判', '孜孜不倦', '追问', '网友', '知道', '心', '没有', '错']",27.0
细思极恐，没有强奸罪？,"['细思极', '恐', '没有', '强奸罪']",0
👀瞎🖤的环境！,"['👀', '瞎', '🖤', '环境']",0
真是讽刺,"['真是', '讽刺']",-1.0
就是想展现一下“那些人”的那些脸，玩流量却忘却了价值观。,"['想', '展现', '一下', '脸', '玩', '流量', '忘却', '价值观']",1.0
不用细思就极端恐怖的是，锁链女人到底是谁。她能得到自由吗？她能自由地到她想去的地方去，自由地见他想见的人，自由讲他想说的话吗？那能看见她的眼神，她没有疯掉，只是受到了蛇伤，说话含混不清而已。,"['不用', '细思', '极端', '恐怖', '锁链', '女人', '到底', '得到', '自由', '自由', '地到', '想', '地方', '自由', '地见', '想见', '自由', '讲', '想', '说', '那能', '看见', '眼神', '没有', '疯掉', '蛇', '伤', '说话', '含混不清']",-10.0
血馒头香,"['血馒头', '香']",0
越来越觉得 好多人的逻辑 让人看不懂。现在他进去了 是不是 在很多人的逻辑里 也是不该有的？虽然说 帮扶他是为了那些孩子们 但是总觉得怪怪的 就好像母亲死了无所谓 一旦父亲死了 家里就没有了顶梁柱 所以要轻判一样的的逻辑,"['越来越', '觉得', ' ', '好多', '逻辑', ' ', '看不懂', '现在', '进去', ' ', '是不是', ' ', '很多', '逻辑', '里', ' ', '也', '不该', '说', ' ', '帮扶', '孩子', ' ', '总', '觉得', '怪怪的', ' ', '好像', '母亲', '死', '无所谓', ' ', '父亲', '死', ' ', '家里', '没有', '顶梁柱', ' ', '轻判', '逻辑']",3.0
八个孩子。。。还都是男孩。。。。细思极恐,"['八个', '孩子', '男孩', '细思极', '恐']",0
希望他死在狱中,"['希望', '死', '狱中']",0.0
那些人怎么可能不知道，他的老婆和孩子是怎么来的，这个地方的人就是坏透了,"['怎么', '可能', '知道', '老婆', '孩子', '怎么', '地方', '坏透']",0
这也太短了,"['也', '太短']",0
一个女人不如一只鸟，掏个鸟窝被判十年。真他妈可笑,"['一个', '女人', '一只', '鸟', '掏个', '鸟窝', '被判', '十年', '真他妈', '可笑']",-1.0
看那意思是中间有12年都没生孩子，也不知道什么情况,"['意思', '中间', '12', '年', '没生', '孩子', '也', '知道', '什么', '情况']",0
女儿都是赔钱货，都送人了吧。,"['女儿', '赔钱货', '送']",0
还要你花税金养这种出生,"['花', '税金', '养', '这种', '出生']",0
出来了还有8个孩子给他养老，而且坐牢期间他完全不用管,"['8', '孩子', '养老', '坐牢', '期间', '完全', '不用']",0
多幸福的生活啊,"['幸福', '生活']",7.0
妈的孩子不用管了，出来直接开始养老,"['妈', '孩子', '不用', '直接', '养老']",0
真幸福,['真幸福'],0
美国监禁20年，情节严重就终身监禁或者死刑；阿富汗和伊朗直接就死刑；新西兰监禁20年还要罚款；日本就是7年或以上，其他不知道了,"['美国', '监禁', '20', '年', '情节严重', '终身', '监禁', '死刑', '阿富汗', '伊朗', '直接', '死刑', '新西兰', '监禁', '20', '年', '罚款', '日本', '7', '年', '知道']",0
九年换八个孩子，这是鼓励还是惩罚？这个犯罪成本不就让犯罪分子更加放肆吗,"['九年', '换', '八个', '孩子', '这是', '鼓励', '惩罚', '犯罪', '成本', '就让', '犯罪分子', '更加', '放肆']",-13.0
结婚证就是免死金牌卖身契,"['结婚证', '免死', '金牌', '卖身契']",0
无效婚姻，还虐待家庭成员,"['无效', '婚姻', '虐待', '家庭成员']",-12.0
被承认的婚姻+被默许的婚内强奸=强奸罪不成立,"['承认', '婚姻', '+', '默许', '婚内', '强奸', '=', '强奸罪', '成立']",-9.0
贪官造成的危害远远大于这些,"['贪官', '造成', '危害', '远远', '大于']",-5.0
好向着坏人呀！！,['坏人'],-5.0
毁了别人一生就只惩罚九年，法律对犯罪者太过仁慈,"['毁', '一生', '惩罚', '九年', '法律', '犯罪者', '太过', '仁慈']",0.0
心寒,['心寒'],0.0
首先这根本不算婚姻，正常人一看也知道女方是被拐卖强奸的，这种判法无疑给某些潜在犯罪者打了一剂强心剂，只要将买来的女人强奸生下孩子，就能减免罪行，实在是助纣为虐。其次，哪怕真是合法婚姻，丈夫也无权这样虐待妻子，更不应该因夫妻关系获得轻判。女人一旦踏入婚姻就失去人权，想结婚的想好了。,"['根本', '不算', '婚姻', '正常人', '一看', '也', '知道', '女方', '拐卖', '强奸', '这种', '判法', '无疑', '潜在', '犯罪者', '一剂', '强心剂', '买来', '女人', '强奸', '生', '孩子', '减免', '罪行', '实在', '助纣为虐', '真是', '合法婚姻', '丈夫', '也', '无权', '虐待', '妻子', '更', '应该', '夫妻关系', '获得', '轻判', '女人', '踏入', '婚姻', '失去', '人权', '想', '结婚', '想']",-51.0
@春日有宴,"['@', '春日', '有宴']",0
应该按强奸罪论处,"['应该', '强奸罪', '论处']",0
夜间~~,['夜间'],0
就是啊，明明就是强奸犯和强奸犯的儿子,"['明明', '强奸犯', '强奸犯', '儿子']",0
女孩的一生都毁了，好寒心啊,"['女孩', '一生', '毁', '寒心']",0.0
中国男权社会,"['中国', '男权', '社会']",0
他还有个闺女呢。 在这样的环境里长大，又是全家年龄最小，这小女孩也足够让人捏把汗了,"['闺女', ' ', '环境', '里', '长大', '全家', '年龄', '最小', '小女孩', '也', '足够', '捏把汗']",0.0
有道理,['道理'],0
想多了，不想给你看到的东西谁能拍到。,"['想', '不想', '看到', '东西', '拍']",0
普遍认可事实婚姻？,"['普遍', '认可', '事实', '婚姻']",0.0
写得好棒,"['写', '棒']",3.0
好厉害,['厉害'],0.0
这个判决不妥妥的自相矛盾？既然判定是拐卖，那自然可以否认婚姻关系了，既然上了铁链，当事人人都疯魔了，那肯定是对于这段关系以及这些发生的性关系的拒绝和否认，自然可以定强奸罪。希望法律可以更改，对于拐卖后发展的夫妻关系，都直接取缔,"['判决', '不妥', '妥', '自相矛盾', '判定', '拐卖', '自然', '否认', '婚姻关系', '铁链', '当事人', '疯魔', '肯定', '段', '关系', '发生', '性关系', '拒绝', '否认', '自然', '定', '强奸罪', '希望', '法律', '更改', '拐卖', '发展', '夫妻关系', '直接', '取缔']",-24.0
这才叫法律人,"['这才', '法律']",0
哎，很奇怪这个判决，那么多孩子不算强奸罪的罪证，脖子上的锁链不算违背自由意志,"['奇怪', '判决', '孩子', '不算', '强奸罪', '罪证', '脖子', '锁链', '不算', '违背', '自由', '意志']",-7.0
nan,['nan'],0
我就没明白：被拐卖之后的婚姻关系，为什么会被政府认定为有效呢？！！！我太不明白了！他们不是一家人，是受害者和加害者！,"['没', '明白', '拐卖', '之后', '婚姻关系', '为什么', '会', '政府', '认定', '有效', '太', '明白', '一家人', '受害者', '加害者']",10.0
婚姻关系真的被认定了吗？好离谱啊,"['婚姻关系', '真的', '认定', '离谱']",-5.0
结婚证领的就不合法吧，都知道结婚证是减刑证，但是这个案例，按照家庭成员虐待，也不合适，他们不是家人，是加害人，他是，他孩子也是,"['结婚证', '领', '合法', '知道', '结婚证', '减刑', '证', '案例', '家庭成员', '虐待', '也', '合适', '家人', '加害人', '孩子', '也']",-7.0
看了几个法律工作者的回复，真的觉得挺悲哀的，就是即便你们罗列了不管多少法条，居然都拐弯抹角去证明拐卖胁迫的婚姻居然合法，这是违背天理道德违背尝试的一个情况！,"['几个', '法律', '工作者', '回复', '真的', '觉得', '挺', '悲哀', '罗列', '法条', '居然', '拐弯抹角', '证明', '拐卖', '胁迫', '婚姻', '居然', '合法', '这是', '违背', '天理', '道德', '违背', '尝试', '一个', '情况']",-22.0
如果他们发现自己的罪行很重，甚至最高到死刑，那么是不是也会震慑他们不犯罪？？法律的处罚不是为了震慑犯罪的吗？要都怕罪犯觉得会有严厉的惩罚就杀人灭口，那罪犯可能觉得三五年也很严厉，没处罚对罪犯来说最无后顾之忧啊,"['发现自己', '罪行', '重', '最高', '死刑', '是不是', '也', '会', '震慑', '犯罪', '法律', '处罚', '震慑', '犯罪', '怕', '罪犯', '觉得', '会', '严厉', '惩罚', '杀人灭口', '罪犯', '可能', '觉得', '三五年', '也', '严厉', '没', '处罚', '罪犯', '后顾之忧']",-24.0
博主有心了，普及法律，让大家知法不犯法,"['博主', '有心', '普及', '法律', '知法', '犯法']",-5.0
对的，如果拐卖判死刑的话，一生完孩子估计就要被杀掉了,"['拐卖', '判', '死刑', '一生', '完', '孩子', '估计', '杀掉']",-5.0
最后那段话能把人噎死的。。,"['最后', '那段', '话', '噎', '死']",0
中肯 “妥协的产物”太精确了,"['中肯', ' ', '妥协', '产物', '太', '精确']",5.0
中肯,['中肯'],5.0
法律本身就是平衡的艺术,"['法律', '平衡', '艺术']",0.0
能不能帮忙介绍一下为什么没有强奸罪？,"['不能', '帮忙', '介绍', '一下', '为什么', '没有', '强奸罪']",0
从被害人自被拐卖起所处环境及智力障碍看，“不能反抗”或“不知反抗”的角度，强奸罪理论上是成立的。 之所以检控方没有指控或者法院没判强奸罪，有可能：1、证据没有或者证据链不完整，不能单凭推定认定强奸行为事实。2、社会伦理方面的担忧，若认定强奸，孩子们就成了强奸的结果，不好面对社会。,"['被害人', '拐卖', '起所处', '环境', '智力', '障碍', '不能', '反抗', '不知', '反抗', '角度', '强奸罪', '理论', '成立', ' ', '检控', '方', '没有', '指控', '法院', '没判', '强奸罪', '可能', '1', '证据', '没有', '证据', '链', '完整', '不能', '单凭', '推定', '认定', '强奸', '行为', '事实', '2', '社会', '伦理', '方面', '担忧', '认定', '强奸', '孩子', '成', '强奸', '不好', '面对', '社会']",-35.0
收买被拐卖妇女罪超过追诉时效了不能追诉了。虐待罪和非法拘禁罪是连续犯，追诉时效从犯罪行为结束起算或者中断，所以可以追诉,"['收买', '拐卖妇女', '罪', '超过', '追诉时效', '不能', '追诉', '虐待', '罪', '非法拘禁', '罪', '连续犯', '追诉时效', '犯罪行为', '结束', '算', '中断', '追诉']",-14.0
欠钱不还都能追一辈子呢，法律好的接轨坏的到接得挺快,"['欠钱', '追', '一辈子', '法律', '接轨', '坏', '接得', '挺快']",0
但是，结婚照片上的人和现在的孩子妈根本不是同一人，一点不像,"['结婚', '照片', '现在', '孩子', '妈', '根本', '同一', '一点', '不像']",0.0
说到底还是坏人统治社会,"['说到底', '坏人', '统治', '社会']",-5.0
写得真好，这段时间心静下来又很喜欢看博主写的微博了。当初好像也是因为普法关注的。,"['写得', '真好', '段时间', '心静', '下来', '喜欢', '看博主写', '微博', '当初', '好像', '也', '是因为', '普法', '关注']",5.0
比较中听的…法律向现实妥协,"['比较', '中', '听', '法律', '现实', '妥协']",0
转发微博,"['转发', '微博']",0
@NapuleGyanguStar_,"['@', 'NapuleGyanguStar', '_']",0
挺无奈的,"['挺', '无奈']",0.0
追溯期有个除外条款的,"['追溯', '期有', '条款']",0
所以，犯罪的成本低，它们在实施犯罪行为时才会肆无忌惮，毫无心里负担，大不了行为败露也不过就是判个几年的事！,"['犯罪', '成本低', '实施', '犯罪行为', '时才', '会', '肆无忌惮', '毫无', '心里', '负担', '大不了', '行为', '败露', '也', '判个', '几年', '事']",-14.0
最后一句，不同意,"['最后', '一句', '同意']",0
不是期间有再次犯案的可以往前追溯吗,"['期间', '再次', '犯案', '往前', '追溯']",0
法制国家好,"['法制', '国家']",0
所以当坏人比较划算,"['坏人', '比较', '划算']",-5.0
不能接受的是法律承认这是有效婚姻,"['不能', '接受', '法律承认', '这是', '有效', '婚姻']",5.0
最关键的难道不是法院和检察院都避开了强奸罪这个罪名嘛？,"['关键', '难道', '法院', '检察院', '避开', '强奸罪', '罪名']",0.0
转发微博,"['转发', '微博']",0
一声叹息！我反对重判董志民。董志民有错，不应该判9年！,"['一声', '叹息', '反对', '重判', '董', '志民', '董', '志民', '错', '应该', '判', '9', '年']",0.0
普法,['普法'],0
法律不是万能的，所以黑暗荣耀激动人心,"['法律', '万能', '黑暗', '荣耀', '激动人心']",2.0
超过追诉期限的，建议把权力还给相关受害者，这样国家就不用麻烦了,"['超过', '追诉', '期限', '建议', '权力', '还给', '相关', '受害者', '国家', '不用', '麻烦']",-7.0
案件都是大众人民发现的，法律执行部门是主动发现不了的,"['案件', '大众', '人民', '发现', '法律', '执行', '部门', '主动', '发现', '不了']",0.0
老婆是无行为能力人的话，那这个时效是摆设吗还适用吗？那只有公诉？公诉失职怎么算？,"['老婆', '行为能力', '时效', '摆设', '适用', '公诉', '公诉', '失职', '怎么', '算']",-5.0
还为了保护未被发现的以及还未发生的受害者,"['保护', '未被发现', '未', '发生', '受害者']",0
法律的作用是什么？你的解释有点扯淡吧,"['法律', '作用', '什么', '解释', '有点', '扯淡']",-1.5
@我的印象笔记,"['@', '印象', '笔记']",0
就结婚证那张照片，就问你指鹿为马服不服,"['结婚证', '那张', '照片', '问', '指鹿为马', '服不服']",-5.0
佛说，浪子回头金不换，放下屠刀立地成佛。从某些方面来讲，这个世界确实不太公平。恶人放下屠刀后，便立地成佛了，但好人偶尔犯错后，可能会遭受长期的非议和指责,"['佛说', '浪子回头金不换', '放下屠刀', '立地成佛', '方面', '来讲', '世界', '确实', '不太', '公平', '恶人', '放下屠刀', '便', '立地成佛', '好人', '偶尔', '犯错', '可能', '会', '遭受', '长期', '非议', '指责']",11.0
法律不保护躺在权利薄上睡觉的人,"['法律', '保护', '躺', '权利', '薄上', '睡觉']",0
没看判决书，根据博主描述的情况，其实这个案件涉及的事刑事追诉时效中的一个特殊情况：追诉时效及追诉时效的中断,"['没', '判决书', '博主', '描述', '情况', '其实', '案件', '涉及', '事', '刑事', '追诉时效', '中', '一个', '特殊', '情况', '追诉时效', '追诉时效', '中断']",0.0
没有买卖就没有杀戮。。。买卖是万恶之源,"['没有', '买卖', '没有', '杀戮', '买卖', '万恶之源']",-5.0
拐卖成家庭成员了,"['拐卖', '成', '家庭成员']",-5.0
现实是没有舆论压力就没有这件扯蛋案了，这就是所谓的发现一起惩办一起吧。其实不发现或根本不想发现的，如果真正追究的话肯定远远不止这一起！,"['现实', '没有', '舆论压力', '没有', '这件', '扯蛋', '案', '所谓', '发现', '一起', '惩办', '一起', '其实', '发现', '根本', '不想', '发现', '真正', '追究', '肯定', '远远', '不止', '一起']",-9.0
就本案来讲，董造成的伤害最大，反而判得较轻,"['本案', '来讲', '董', '造成', '伤害', '最大', '判得', '轻']",-3.0
唉。。,[],0
这里的问题是当地检察院就认为无需追溯，甚至连向最高检申请的动作都没有,"['问题', '检察院', '认为', '无需', '追溯', '连向', '最高检', '申请', '动作', '没有']",3.0
凡人贩子一类，参与买卖者均以极刑待之，则民将自肃，社稷安定也。,"['人贩子', '一类', '参与', '买卖', '均', '极刑', '民将', '自肃', '社稷', '安定', '也']",-7.0
有没有想过，有些人可能一年牢都不想坐呢？,"['有没有', '想过', '可能', '一年', '牢', '不想', '坐']",0
nan,['nan'],0
婚姻合法吗？强奸也过追诉时效了吗？,"['婚姻', '合法', '强奸', '也', '追诉时效']",-9.0
不为了收买而罪，不为了和被拐卖妇女结婚而罪，不为了qj被拐卖妇女而罪。只为了虐待和囚禁而罪，这个判罚没有任何意义,"['收买', '而罪', '拐卖妇女', '结婚', '而罪', 'qj', '拐卖妇女', '而罪', '虐待', '囚禁', '而罪', '判罚', '没有', '意义']",-14.0
没有强奸罪？,"['没有', '强奸罪']",0
我想起一个问题，为什么唐僧一个好人要经过九九八十一难才能成佛，而坏人放下屠刀就可以？,"['想起', '一个', '问题', '为什么', '唐僧', '一个', '好人', '九九八十一', '难才', '能成佛', '坏人', '放下屠刀']",0.0
没有认定强奸是最难接受的,"['没有', '认定', '强奸', '最难', '接受']",-9.0
才判9年，起码都要无期才对,"['才判', '9', '年', '起码', '无期']",0
这个逻辑实际上成立吗？真的是减轻处罚更能保护受害人吗？有研究有证据吗？,"['逻辑', '实际上', '成立', '真的', '减轻', '处罚', '更能', '保护', '受害人', '研究', '证据']",0
拉倒吧，我才不信是为了怕被杀人灭口，都是维持稳定的借口罢了,"['拉倒', '不信', '怕', '杀人灭口', '维持', '稳定', '借口']",-12.0
单从猥亵性侵和拐卖妇女儿童这系列相关案件和判决来看，觉得国内的法律在逻辑上是很有问题的，本来法律的存在应该是保护大部分不犯法的人，告诉大家不要做坏事，做了就会受到相应的惩罚，对想犯法的人进行震慑而减少犯罪的发生。而不应该是立法的时候就想好在犯罪发生后如何妥协，降低罪犯的犯罪成本。,"['单从', '猥亵', '性侵', '拐卖妇女', '儿童', '系列', '相关', '案件', '判决', '来看', '觉得', '国内', '法律', '逻辑', '问题', '本来', '法律', '存在', '应该', '保护', '大部分', '犯法', '告诉', '不要', '做', '坏事', '做', '会', '相应', '惩罚', '想', '犯法', '进行', '震慑', '减少', '犯罪', '发生', '应该', '立法', '想', '犯罪', '发生', '妥协', '降低', '罪犯', '犯罪', '成本']",-44.0
这种罪行不应该是被发现或被揭发起算吗，受害人本身被禁锢，其家属无从发现她被害的时间地点,"['这种', '罪行', '应该', '发现', '揭发', '起算', '受害人', '禁锢', '家属', '无从', '发现', '被害', '时间', '地点']",-8.0
不能全民呼吁死刑吗？。 //@一树槐香:没有买卖就没有杀戮。。。买卖是万恶之源,"['不能', '全民', '呼吁', '死刑', ' ', '/', '/', '@', '一树', '槐香', ':', '没有', '买卖', '没有', '杀戮', '买卖', '万恶之源']",-5.0
//@SUV小吉普:总之按照舆论要求，死刑吧，不死不足以平民愤,"['/', '/', '@', 'SUV', '吉普', ':', '舆论', '要求', '死刑', '不死', '不足以', '平民愤']",0
总之按照舆论要求，死刑吧，不死不足以平民愤,"['舆论', '要求', '死刑', '不死', '不足以', '平民愤']",0
@小鹿小鹿嗨起来,"['@', '小鹿', '小鹿', '嗨', '起来']",7.0
国家发展好了，才有精力能力惩处这类事情。应该还有很多这种遭遇的，就不知道还会不会接着抓了,"['国家', '发展', '精力', '能力', '惩处', '类', '事情', '应该', '很多', '这种', '遭遇', '知道', '还会', '不会', '抓']",-12.0
也就说，只要藏够年数，犯罪者就不怕了。这简直鼓励犯罪，同时打击受害者家属追查的信心。,"['也', '说', '藏够', '年数', '犯罪者', '简直', '鼓励', '犯罪', '打击', '受害者', '家属', '追查', '信心']",-5.0
所以回到一切的起点，还是那句话。经济基础决定上层建筑。,"['回到', '起点', '那句话', '经济基础', '决定', '上层建筑']",0
佛怎么老是帮助恶人呢？好人就该被枪指着？,"['佛', '怎么', '老是', '帮助', '恶人', '好人', '枪', '指着']",-2.0
@小芒芒爱吃小芒果,"['@', '小芒', '芒', '爱', '吃', '芒果']",0
这样不是更助长买了，反正量刑不重，牢里出来还别人帮你养孩子，儿女绕膝，多划算,"['更', '助长', '买', '反正', '量刑', '重', '牢里', '帮', '养', '孩子', '儿女', '绕膝', '划算']",-5.0
@我的印象笔记,"['@', '印象', '笔记']",0
我总觉得第一个孩子和后面一连串的孩子差了这么多年很奇怪,"['总', '觉得', '第一个', '孩子', '后面', '一连串', '孩子', '差', '多年', '奇怪']",-3.0
我一堂姑的小姑子智力不足，被拐卖到福建山里，生三个孩子后哭求多年才送回来，她妈死了，爸爸病了几年。另一个堂妹的小姨，也是被拐卖，能回家看父母时，她妈妈因悲伤过度身体不好早死了几年，还有个远房残疾姑姑被她亲姐卖了。,"['一堂', '姑', '小姑子', '智力', '不足', '拐卖', '福建', '山里', '生', '三个', '孩子', '哭求', '多年', '送', '回来', '妈', '死', '爸爸', '病', '几年', '一个', '堂妹', '小姨', '也', '拐卖', '回家', '父母', '时', '妈妈', '悲伤', '过度', '身体', '不好', '早死', '几年', '远房', '残疾', '姑姑', '亲姐', '卖']",-41.0
孩子摆那儿呢，强奸也需要追究，婚姻关系本就无效，即使婚内也构成强奸,"['孩子', '摆', '强奸', '也', '需要', '追究', '婚姻关系', '无效', '婚内', '也', '构成', '强奸']",-28.0
几个拐卖的也没判死刑啊，买卖同罪明显是可以实现的,"['几个', '拐卖', '也', '没判', '死刑', '买卖', '同罪', '明显', '实现']",-5.0
买过来后是非法拘禁，强奸，这叫好人偶尔犯错吗？,"['买', '过来', '非法拘禁', '强奸', '叫好', '偶尔', '犯错']",-4.0
@看金牛,"['@', '金牛']",0
nan,['nan'],0
尤其是近两年发生的事，我热爱的土地给出的回应，越来越觉得失望，太多没有被正确处理的事情了。有可能这样的事件一直都存在，是网络媒体发达了大家都看到了。只是我还有点不知道怎么面对从小到大一直有的那些崇拜和敬仰。,"['尤其', '近两年', '发生', '事', '热爱', '土地', '给出', '回应', '越来越', '觉得', '失望', '太', '没有', '正确处理', '事情', '可能', '事件', '一直', '存在', '网络媒体', '发达', '看到', '有点', '知道', '怎么', '面对', '从小到大', '一直', '崇拜', '敬仰']",36.5
判的太短了，应该无期徒刑,"['判', '太短', '应该', '无期徒刑']",0
拐卖妇女案件里面绝对有强奸罪，但是不知道为什么很少被判强奸罪，这是一个重罪，其他的罪加起来都没有这个罪重，事实就是在告诉我们，强奸了一个女性，把她拘谨起来，并且生了孩子，强奸罪就不存在了,"['拐卖妇女', '案件', '里面', '绝对', '强奸罪', '知道', '为什么', '很少', '被判', '强奸罪', '这是', '一个', '重罪', '罪加', '起来', '没有', '罪重', '事实', '告诉', '强奸', '一个', '女性', '拘谨', '起来', '生', '孩子', '强奸罪', '存在']",19.0
从牢里出来看着比在家里还干净,"['牢里', '看着', '家里', '干净']",5.0
吃8年免费牢饭 还有政府给看孩子，这是惩罚吗？,"['吃', '8', '年', '免费', '牢饭', ' ', '政府', '孩子', '这是', '惩罚']",-5.0
有点像教授,"['有点像', '教授']",0
说明带孩子比坐牢难受,"['说明', '带', '孩子', '坐牢', '难受']",0.0
在里面吃的好喝的好还不用风吹日晒，感觉是进去度假了，对于他来说,"['里面', '吃', '好喝', '不用', '风吹日晒', '感觉', '进去', '度假']",0.0
之后社会乱套了，也不用彩礼也不用买房，抢走一个就关起来，四五十岁就去坐牢，出来正好有人给养老,"['之后', '社会', '乱套', '也', '不用', '彩礼', '也', '不用', '买房', '抢走', '一个', '就关', '起来', '四五十岁', '坐牢', '正好', '有人', '养老']",9.0
在里头吃穿不愁作息规律，比他那个烂房子环境还好，出来正好孩子长大了给他养老。,"['里头', '吃', '穿', '不愁', '作息', '规律', '烂', '房子', '环境', '还好', '正好', '孩子', '长大', '养老']",0
这家伙合格检疫章戳在哪里,"['家伙', '合格', '检疫', '章', '戳', '哪里']",0.0
九年，呵呵，他可以不愁吃喝九年，国家还帮他养大八个孩子，然后出来让他实现靠儿子们养老的美梦，多么完美的人生,"['九年', '不愁吃', '喝', '九年', '国家', '帮', '养大', '八个', '孩子', '实现', '儿子', '养老', '美梦', '完美', '人生']",9.0
